id;fatalities;street;ins_street;settl_unit;accs_type;pedestrian;road_type;road_cond;speed_kmh;weather;lighting;x_coord;y_coord;date
1;0;Peterburi tee;Kuuli tn;Lasnamäe linnaosa;Sõidukite külgkokkupõrge;0.0;Tänav;Kuiv;50.0;Selged olud;Valge aeg;6588729.0;548805.0;2023-04-14
2;0;Reidi tee;Narva mnt;Kesklinna linnaosa;Sõidukite külgkokkupõrge;0.0;Jalg- ja jalgrattatee;Kuiv;50.0;Selged olud;Valge aeg;6589755.0;544773.0;2022-08-22
3;0;Mustakivi tee;;Lasnamäe linnaosa;Sõiduki ümberpaiskumine teel;0.0;Tänav;Kuiv;50.0;Selged olud;Valge aeg;6589532.0;548925.0;2022-06-23
4;0;Järvevana tee;;Kesklinna linnaosa;Sõiduki ümberpaiskumine teel;0.0;Jalg- ja jalgrattatee;Kuiv;;Pilvised olud;Valge aeg;6585478.0;542033.0;2023-07-23
5;0;Pikri tn;;Lasnamäe linnaosa;Kokkupõrge teel oleva takistusega;0.0;Tänav;Pole teada;;Pole teada;Teadmine puudub;6589239.0;547834.0;2024-05-23
6;0;Muuga tee;;Pirita linnaosa;Sõiduki ümberpaiskumine teel;0.0;Jalg- ja jalgrattatee;Kuiv;50.0;Selged olud;Valge aeg;6593187.0;551780.0;2022-08-15
7;0;Sõpruse pst;;Kristiine linnaosa;Kokkupõrge sõidukiga küljelt;0.0;Tänav;Kuiv;50.0;Pilvised olud;Valge aeg;6586402.0;540195.0;2022-09-06
8;0;Endla tn;;Kristiine linnaosa;Kokkupõrge vastutuleva sõidukiga;0.0;Tänav;Märg;50.0;Pilvised olud;Valge aeg;6588000.0;541069.0;2022-11-26
9;0;Lootsi tn;;Kesklinna linnaosa;Sõiduki ümberpaiskumine teel;0.0;Tänav;Kuiv;30.0;Selged olud;Valge aeg;6589720.0;543260.0;2022-08-19
10;0;Narva mnt;;Kesklinna linnaosa;Sõiduki ümberpaiskumine teel;0.0;Jalg- ja jalgrattatee;Kuiv;50.0;Pilvised olud;Valge aeg;6589214.0;543656.0;2022-08-10
11;0;Kopli tn;;Põhja-Tallinna linnaosa;Sõiduki ümberpaiskumine teel;0.0;Tänav;;;;;6591073.0;538560.0;2024-08-15
12;0;Lennujaama tee;Keevise tn;Lasnamäe linnaosa;Kokkupõrge sõidukiga küljelt;0.0;Tänav;Kuiv;30.0;Pilvised olud;Valge aeg;6587064.0;545354.0;2024-11-13
13;0;Tartu mnt;Valukoja tn;Kesklinna linnaosa;Kokkupõrge sõidukiga küljelt;0.0;Tänav;Kuiv;70.0;Selged olud;Valge aeg;6586773.0;545229.0;2023-06-09
14;0;Järvevana tee;;Kesklinna linnaosa;Sõiduki ümberpaiskumine teel;0.0;Tänav;Kuiv;70.0;Pilvised olud;Valge aeg;6587041.0;543601.0;2022-05-02
15;0;Narva mnt;;Lasnamäe linnaosa;Sõiduki ümberpaiskumine teel;0.0;Tänav;Kuiv;50.0;Selged olud;Valge aeg;6590812.0;547268.0;2021-07-24
16;0;Telliskivi tn;;Põhja-Tallinna linnaosa;Sõiduki ümberpaiskumine teel;0.0;Jalgtee;Kuiv;20.0;Selged olud;Valge aeg;6589083.0;541068.0;2023-07-22
17;0;Pelguranna tn;;Põhja-Tallinna linnaosa;Sõiduki ümberpaiskumine teel;0.0;Tänav;Kuiv;30.0;Selged olud;Pimeda aeg;6589683.0;538993.0;2022-06-24
18;0;Õismäe tee;;Haabersti linnaosa;Kukkumine ühissõidukis;0.0;Tänav;Märg;50.0;Pilvised olud;Pimeda aeg;6586511.0;537186.0;2021-01-27
19;0;Lasnamäe tn;;Lasnamäe linnaosa;Kokkupõrge sõidukiga küljelt;0.0;Tänav;Kuiv;50.0;Selged olud;Valge aeg;6588030.0;544363.0;2021-06-28
20;0;Silikaltsiidi tn;;Nõmme linnaosa;Kokkupõrge vastutuleva sõidukiga;0.0;Tänav;Lumelörts, soolalumine segu;50.0;Pilvised olud;Valge aeg;6582038.0;541222.0;2021-03-11
21;0;Rannamäe tee;;Kesklinna linnaosa;Muu liiklusõnnetus;0.0;Tänav;Kuiv;40.0;Selged olud;Valge aeg;6589458.0;542037.0;2023-07-07
22;0;Pikaliiva tn;;Haabersti linnaosa;Kokkupõrge sõidukiga küljelt;0.0;Tänav;Kuiv;;Selged olud;Valge aeg;6587964.0;535142.0;2024-08-13
23;0;Akadeemia tee;;Mustamäe linnaosa;Kokkupõrge jalakäijaga;1.0;Tänav;Lumelörts, soolalumine segu;50.0;Lumised olud;Valge aeg;6584520.0;537913.0;2022-02-04
24;0;Mustjõe tn;;Haabersti linnaosa;Sõiduki ümberpaiskumine teel;0.0;Tänav;Kuiv;50.0;Pilvised olud;Pimeda aeg;6588093.0;538880.0;2022-05-28
25;0;Narva mnt;;Lasnamäe linnaosa;Sõiduki ümberpaiskumine teel;0.0;Tänav;Kuiv;30.0;Selged olud;Pimeda aeg;6589771.0;549709.0;2022-07-21
26;0;Pirita tee;;Kesklinna linnaosa;Kokkupõrge vastutuleva sõidukiga;0.0;Jalgrattatee;Kuiv;50.0;Selged olud;Valge aeg;6589743.0;545079.0;2024-08-13
27;0;Kollane tn;;Kesklinna linnaosa;Sõiduki ümberpaiskumine teel;0.0;Tänav;Kuiv;30.0;Selged olud;Pimeda aeg;6588784.0;543879.0;2024-10-20
28;0;Ehitajate tee;;Haabersti linnaosa;Sõiduki ümberpaiskumine teel;0.0;Jalg- ja jalgrattatee;Kuiv;;Pilvised olud;Valge aeg;6586277.0;537549.0;2024-07-11
29;0;Lasnamäe tn;;Lasnamäe linnaosa;Kokkupõrge teevälise takistusega;0.0;Õuealatee;Märg;20.0;Pilvised olud;Valge aeg;6588620.0;545005.0;2022-01-20
30;0;Mere pst;;Kesklinna linnaosa;Kokkupõrge jalakäijaga;1.0;Jalg- ja jalgrattatee;Kuiv;;Selged olud;Valge aeg;6589156.0;542729.0;2024-06-18
31;0;Õismäe tee;;Haabersti linnaosa;Kokkupõrge jalakäijaga;1.0;Tänav;Pori, saaste;50.0;Pilvised olud;Pimeda aeg;6586595.0;537251.0;2022-12-15
32;0;Pärnu mnt;Männi tn;Nõmme linnaosa;Kokkupõrge sõidukiga küljelt;0.0;Tänav;Kuiv;50.0;Selged olud;Valge aeg;6583401.0;538634.0;2024-08-21
33;0;Kakumäe tee;;Haabersti linnaosa;Kokkupõrge teevälise takistusega;0.0;;Kuiv;30.0;Selged olud;Valge aeg;6590830.0;532897.0;2023-06-23
34;0;J. Poska tn;;Kesklinna linnaosa;Sõiduki ümberpaiskumine teel;0.0;Tänav;Märg;30.0;Pilvised olud;Valge aeg;6589330.0;544572.0;2022-06-02
35;0;Juhkentali tn;;Kesklinna linnaosa;Kokkupõrge jalakäijaga;1.0;Tänav;Märg;50.0;Vihmasadu;Valge aeg;6588143.0;543047.0;2022-04-14
36;0;Kopli tn;;Põhja-Tallinna linnaosa;Sõiduki ümberpaiskumine teel;0.0;Jalg- ja jalgrattatee;Kuiv;;Selged olud;Valge aeg;6590362.0;540326.0;2024-05-26
37;0;Uus-Sadama tn;Reidi tee;Kesklinna linnaosa;Sõiduki ümberpaiskumine teel;0.0;Jalg- ja jalgrattatee;Kuiv;50.0;Pilvised olud;Valge aeg;6589563.0;543725.0;2021-04-27
38;0;Suur-Ameerika tn;;Kesklinna linnaosa;Kokkupõrge ees liikuva sõidukiga;0.0;Tänav;Kuiv;50.0;Selged olud;Valge aeg;6588000.0;541722.0;2023-06-14
39;0;Tähesaju tee;;Lasnamäe linnaosa;Kokkupõrge jalakäijaga;1.0;Jalg- ja jalgrattatee;Kuiv;50.0;Pilvised olud;Pimeda aeg;6589677.0;548409.0;2023-07-28
40;0;Välja tn;;Kristiine linnaosa;Sõiduki ümberpaiskumine teel;0.0;Tänav;Kuiv;;Pilvised olud;Pimeda aeg;6587617.0;540076.0;2023-08-06
41;0;Kloostrimetsa tee;;Pirita linnaosa;Kukkumine ühissõidukis;0.0;Tänav;Kuiv;;Selged olud;Valge aeg;6592987.0;549740.0;2023-05-19
42;0;Järvevana tee;;Kesklinna linnaosa;Kokkupõrge teevälise takistusega;0.0;Tänav;Kuiv;50.0;Selged olud;Valge aeg;6585283.0;541610.0;2022-06-09
43;0;Sõpruse pst;A. H. Tammsaare tee;Mustamäe linnaosa;Kokkupõrge vastutuleva sõidukiga;0.0;Tänav;Kuiv;50.0;Selged olud;Valge aeg;6585451.0;539818.0;2024-09-05
44;0;Kopli tn;;Põhja-Tallinna linnaosa;Sõiduki ümberpaiskumine teel;0.0;Tänav;Märg;50.0;Selged olud;Pimeda aeg;6590999.0;538645.0;2022-10-09
45;0;Pikksilma tn;;Kesklinna linnaosa;Kokkupõrge sõidukiga küljelt;0.0;Jalgrattatee;Kuiv;50.0;Selged olud;Valge aeg;6589793.0;544241.0;2022-05-06
46;0;Narva mnt;;Kesklinna linnaosa;Sõiduki ümberpaiskumine teel;0.0;Tänav;Kuiv;;Pole teada;Pimeda aeg;6589049.0;543390.0;2024-07-05
47;0;Kaarli pst;;Kesklinna linnaosa;Kokkupõrge jalakäijaga;1.0;Jalg- ja jalgrattatee;Kuiv;;Selged olud;Valge aeg;6588605.0;542108.0;2023-05-04
48;0;Pirita tee;;Kesklinna linnaosa;Sõiduki ümberpaiskumine teel;0.0;Jalgrattatee;Kuiv;50.0;Selged olud;Valge aeg;6590885.0;546134.0;2021-07-25
49;0;Paldiski mnt;Mõisa tn;Haabersti linnaosa;Kokkupõrge sõidukiga küljelt;0.0;Tänav;Kuiv;50.0;Selged olud;Valge aeg;6587746.0;537264.0;2022-06-09
50;0;Pärnu mnt;;Nõmme linnaosa;Kokkupõrge jalakäijaga;1.0;Tänav;Kohev lahtine lumi;50.0;Lumised olud;Pimeda aeg;6583115.0;538220.0;2021-12-07
51;0;Ussimäe tee;K. Kärberi tn;Lasnamäe linnaosa;Kokkupõrge sõidukiga küljelt;0.0;Tänav;Kuiv;30.0;Pilvised olud;Valge aeg;6590316.0;550591.0;2023-09-01
52;0;Kohtu tn;;Kesklinna linnaosa;Kokkupõrge jalakäijaga;1.0;Tänav;Kuiv;20.0;Selged olud;Valge aeg;6589007.0;541990.0;2024-06-26
53;0;Narva mnt;;Kesklinna linnaosa;Kokkupõrge teel oleva takistusega;0.0;Jalgtee;Märg;15.0;Selged olud;Pimeda aeg;6589252.0;543921.0;2024-11-29
54;0;Kivila tn;Mustakivi tee;Lasnamäe linnaosa;Kokkupõrge vastutuleva sõidukiga;0.0;Tänav;Kuiv;50.0;Selged olud;Valge aeg;6589994.0;549078.0;2023-06-14
55;0;Akadeemia tee;;Mustamäe linnaosa;Kokkupõrge sõidukiga küljelt;0.0;Tänav;Kuiv;50.0;Pilvised olud;Valge aeg;6585090.0;537376.0;2023-09-09
56;0;Reidi tee;Narva mnt;Kesklinna linnaosa;Kokkupõrge sõidukiga küljelt;0.0;Tänav;Kuiv;50.0;Selged olud;Valge aeg;6589693.0;544798.0;2022-09-26
57;0;A. H. Tammsaare tee;Mustamäe tee;Mustamäe linnaosa;Kokkupõrge jalakäijaga;1.0;Tänav;Märg;50.0;Pilvised olud;Pimeda aeg;6585792.0;538894.0;2022-02-23
58;0;Jalgpalli tn;;Kesklinna linnaosa;Sõiduki ümberpaiskumine teel;0.0;Õuealatee;Kuiv;20.0;Selged olud;Pimeda aeg;6587202.0;541562.0;2023-08-27
59;0;Mustamäe tee;;Mustamäe linnaosa;Kokkupõrge teel oleva takistusega;0.0;Tänav;Pole teada;;Pole teada;Valge aeg;6585886.0;538905.0;2024-10-04
60;0;Erika tn;;Põhja-Tallinna linnaosa;Sõiduki ümberpaiskumine teel;0.0;Parkla;Kuiv;25.0;Selged olud;Valge aeg;6590655.0;540826.0;2024-05-21
61;0;Piibelehe tn;;Haabersti linnaosa;Kokkupõrge jalakäijaga;1.0;Tänav;Lumelörts, soolalumine segu;30.0;Lumised olud;Valge aeg;6587766.0;538700.0;2024-12-03
62;0;Ussimäe tee;;Lasnamäe linnaosa;Sõiduki ümberpaiskumine teel;0.0;Tänav;Kuiv;25.0;Selged olud;Pimeda aeg;6590477.2;550527.03;2023-08-27
63;0;Kolde pst;Sõle tn;Põhja-Tallinna linnaosa;Kokkupõrge ees liikuva sõidukiga;0.0;Tänav;Märg;50.0;Pilvised olud;Valge aeg;6589303.0;540161.0;2021-05-07
64;0;Vana-Kalamaja tn;;Põhja-Tallinna linnaosa;Kokkupõrge ees seisva sõidukiga;0.0;Tänav;Kuiv;20.0;Pilvised olud;Pimeda aeg;6589797.0;541868.0;2024-04-28
65;0;Õismäe tee;;Haabersti linnaosa;Sõiduki ümberpaiskumine teel;0.0;Tänav;Kuiv;50.0;Pilvised olud;Pimeda aeg;6586151.0;536602.0;2022-03-18
66;0;Pärnu mnt;;Kristiine linnaosa;Kokkupõrge ees liikuva sõidukiga;0.0;Tänav;Kuiv;50.0;Selged olud;Valge aeg;6584650.0;541263.0;2022-07-19
67;0;Kakumäe tee;Vabaõhumuuseumi tee;Haabersti linnaosa;Kokkupõrge sõidukiga küljelt;0.0;Tänav;Kuiv;40.0;Selged olud;Valge aeg;6589558.0;533733.0;2024-07-06
68;0;Liikuri tn;;Lasnamäe linnaosa;Kokkupõrge teevälise takistusega;0.0;Jalg- ja jalgrattatee;Pole teada;;Pole teada;Teadmine puudub;6589817.0;547164.0;2024-08-20
69;0;Viljandi mnt;;Nõmme linnaosa;Kokkupõrge jalakäijaga;1.0;Tänav;Kuiv;50.0;Pilvised olud;Pimeda aeg;6581054.0;543208.0;2024-02-04
70;0;Pikaliiva tn;Vana-Rannamõisa tee;Haabersti linnaosa;Kokkupõrge vastutuleva sõidukiga;0.0;Tänav;Kuiv;50.0;Selged olud;Valge aeg;6588831.0;534130.0;2022-06-28
71;0;Merivälja tee;Ranniku tee;Pirita linnaosa;Kokkupõrge sõidukiga küljelt;0.0;Tänav;Kuiv;50.0;Selged olud;Pimeda aeg;6593663.0;547595.0;2023-06-25
72;0;Sõle tn;;Põhja-Tallinna linnaosa;Sõiduki ümberpaiskumine teel;0.0;Tänav;Märg;50.0;Vihmasadu;Valge aeg;6589819.0;539882.0;2021-10-05
73;0;Sõpruse pst;;Mustamäe linnaosa;Sõiduki ümberpaiskumine teel;0.0;Tänav;Märg;50.0;Pilvised olud;Valge aeg;6585948.0;540051.0;2021-08-15
74;0;Sõpruse pst;;Kristiine linnaosa;Kokkupõrge teevälise takistusega;0.0;Tänav;Märg;50.0;Pilvised olud;Pimeda aeg;6587091.0;540491.0;2023-11-01
75;0;Laagna tee;;Lasnamäe linnaosa;Muu liiklusõnnetus;0.0;Tänav;Kuiv;70.0;Selged olud;Valge aeg;6589914.0;550141.0;2023-07-24
76;0;Liivalaia tn;;Kesklinna linnaosa;Kokkupõrge sõidukiga küljelt;0.0;Tänav;Märg;40.0;Pilvised olud;Valge aeg;6588163.0;542870.0;2024-12-20
77;0;Karjavälja tn;;Mustamäe linnaosa;Kokkupõrge jalakäijaga;1.0;Tänav;Kuiv;50.0;Pilvised olud;Valge aeg;6585889.0;538864.0;2023-10-03
78;0;Kopli tn;;Põhja-Tallinna linnaosa;Kukkumine ühissõidukis;0.0;Tänav;Kuiv;50.0;Selged olud;Valge aeg;6591686.0;537853.0;2024-09-08
79;0;Liivalaia tn;;Kesklinna linnaosa;Kokkupõrge sõidukiga küljelt;0.0;Tänav;Kuiv;50.0;Selged olud;Valge aeg;6588169.0;542977.0;2023-08-14
80;0;Õismäe tee;;Haabersti linnaosa;Kokkupõrge jalakäijaga;1.0;Tänav;Kuiv;50.0;Selged olud;Valge aeg;6586404.0;537124.0;2022-11-07
81;0;Mustamäe tee;;Kristiine linnaosa;Kokkupõrge sõidukiga küljelt;0.0;Tänav;Kuiv;50.0;Pilvised olud;Valge aeg;6586753.0;539327.0;2022-10-10
82;0;J. Sütiste tee;;Mustamäe linnaosa;Sõiduki ümberpaiskumine teel;0.0;Tänav;Kuiv;50.0;Pilvised olud;Valge aeg;6584961.0;539540.0;2021-07-04
83;0;Lembitu tn;Rävala pst;Kesklinna linnaosa;Kukkumine ühissõidukis;0.0;Tänav;Märg;30.0;Pilvised olud;Valge aeg;6588542.0;542739.0;2023-09-17
84;0;Narva mnt;;Kesklinna linnaosa;Kokkupõrge teevälise takistusega;0.0;Jalg- ja jalgrattatee;Kuiv;50.0;Selged olud;Valge aeg;6589795.0;545378.0;2023-05-24
85;0;Tartu mnt;;Kesklinna linnaosa;Kokkupõrge ees liikuva sõidukiga;0.0;Tänav;Kuiv;50.0;Selged olud;Valge aeg;6587342.0;544801.0;2021-06-14
86;0;A. H. Tammsaare tee;;Kristiine linnaosa;Kokkupõrge ees liikuva sõidukiga;0.0;Tänav;Kuiv;50.0;Selged olud;Valge aeg;6585139.0;540485.0;2023-09-01
87;0;Kiikri tn;;Kesklinna linnaosa;Kokkupõrge teevälise takistusega;0.0;Tänav;Märg;50.0;Pilvised olud;Valge aeg;6589776.0;544491.0;2024-12-18
88;0;Rävala pst;;Kesklinna linnaosa;Kokkupõrge jalakäijaga;1.0;Tänav;;50.0;Pilvised olud;Valge aeg;6588650.0;543025.0;2023-12-05
89;0;Astangu tn;;Haabersti linnaosa;Kokkupõrge teel oleva takistusega;0.0;Tänav;Kuiv;;Pilvised olud;Valge aeg;6585533.0;535037.0;2024-07-14
90;0;Pronksi tn;;Lasnamäe linnaosa;Sõiduki ümberpaiskumine teel;0.0;Tänav;Kuiv;50.0;Selged olud;Valge aeg;6589086.0;547392.0;2021-06-02
91;0;Narva mnt;;Kesklinna linnaosa;Sõiduki ümberpaiskumine teel;0.0;Jalg- ja jalgrattatee;Kuiv;20.0;Selged olud;Valge aeg;6589763.0;545689.0;2024-05-31
92;0;Lubja tn;;Kesklinna linnaosa;Sõiduki ümberpaiskumine teel;0.0;Jalg- ja jalgrattatee;Märg;;Vihmasadu;Pimeda aeg;6588105.0;544230.0;2023-10-18
93;0;Kadaka tee;;Mustamäe linnaosa;Kokkupõrge jalakäijaga;1.0;Tänav;Märg;50.0;Pilvised olud;Pimeda aeg;6586101.0;537746.0;2022-11-07
94;0;Narva mnt;;Kesklinna linnaosa;Kukkumine ühissõidukis;0.0;Tänav;Kuiv;40.0;Selged olud;Pimeda aeg;6589184.0;543666.0;2024-10-17
95;0;Asula tn;;Kesklinna linnaosa;Sõiduki ümberpaiskumine teel;0.0;Tänav;Pole teada;;Pole teada;Teadmine puudub;6586887.0;541841.0;2024-09-18
96;0;Õismäe tee;;Haabersti linnaosa;Sõiduki ümberpaiskumine teel;0.0;Tänav;Kuiv;50.0;Pilvised olud;Valge aeg;6586248.0;536249.0;2022-10-20
97;0;Pärnamäe tee;Muuga tee;Pirita linnaosa;Kokkupõrge ees liikuva sõidukiga;0.0;Tänav;Kuiv;50.0;Pilvised olud;Valge aeg;6594591.0;550000.0;2022-06-08
98;0;Gonsiori tn;;Kesklinna linnaosa;Sõiduki ümberpaiskumine teel;0.0;Jalgtee;Kuiv;30.0;Pilvised olud;Pimeda aeg;6588864.0;542896.0;2022-09-18
99;0;Valge tn;;Lasnamäe linnaosa;Kokkupõrge jalakäijaga;1.0;Tänav;Kuiv;50.0;Selged olud;Pimeda aeg;6588926.0;545438.0;2023-09-16
100;0;Mere pst;;Kesklinna linnaosa;Kukkumine ühissõidukis;0.0;Tänav;Märg;50.0;Pilvised olud;Valge aeg;6589423.0;542760.0;2024-01-24
101;0;Sõle tn;Madala tn;Põhja-Tallinna linnaosa;Kokkupõrge vastutuleva sõidukiga;0.0;Tänav;Märg;50.0;Pilvised olud;Pimeda aeg;6590328.0;539601.0;2023-01-11
102;0;Komandandi tee;;Kesklinna linnaosa;Sõiduki ümberpaiskumine teel;0.0;Tänav;Kuiv;50.0;Selged olud;Valge aeg;6588690.0;542161.0;2021-06-05
103;0;Paldiski mnt;;Haabersti linnaosa;Sõiduki ümberpaiskumine teel;0.0;Tänav;Kuiv;50.0;Selged olud;Valge aeg;6587731.0;537149.0;2022-06-22
104;0;Reidi tee;;Kesklinna linnaosa;Kokkupõrge jalakäijaga;1.0;Parkla;Kuiv;50.0;Pilvised olud;Valge aeg;6589761.0;544174.0;2023-08-21
105;0;Kadaka pst;;Nõmme linnaosa;Sõiduki ümberpaiskumine teel;0.0;Tänav;Pole teada;;Pole teada;Teadmine puudub;6582889.0;536276.0;2024-06-02
106;0;J. Smuuli tee;;Lasnamäe linnaosa;Kokkupõrge sõidukiga küljelt;0.0;Tänav;Kuiv;50.0;Pilvised olud;Valge aeg;6589004.0;547001.0;2023-03-15
107;0;Tehnika tn;;Kesklinna linnaosa;Kokkupõrge ees liikuva sõidukiga;0.0;Tänav;Kuiv;40.0;Pilvised olud;Valge aeg;6587882.0;541277.0;2023-06-26
108;0;A. Lauteri tn;;Kesklinna linnaosa;Kokkupõrge teel oleva takistusega;0.0;Jalgtee;Kuiv;25.0;Selged olud;Valge aeg;6588494.0;542942.0;2023-09-21
109;0;Tartu mnt;;Kesklinna linnaosa;Kukkumine ühissõidukis;0.0;Tänav;Märg;;Vihmasadu;Pimeda aeg;6588024.0;544202.0;2024-11-03
110;0;Ehitajate tee;Keskuse tn;Mustamäe linnaosa;Kukkumine ühissõidukis;0.0;Tänav;Kuiv;50.0;Selged olud;Valge aeg;6584846.0;538148.0;2023-09-16
111;0;A. H. Tammsaare tee;;Mustamäe linnaosa;Kukkumine ühissõidukis;0.0;Tänav;Kuiv;50.0;Selged olud;Valge aeg;6585901.0;538561.0;2023-04-24
112;0;Mustamäe tee;;Kristiine linnaosa;Sõiduki teelt väljasõit;0.0;Tänav;Märg;50.0;Pilvised olud;Pimeda aeg;6586621.0;539285.0;2022-12-25
113;0;Estonia pst;;Kesklinna linnaosa;Kukkumine ühissõidukis;0.0;Tänav;Kuiv;30.0;Pilvised olud;Valge aeg;6588602.0;542649.0;2021-09-15
114;0;Tulika tn;;Kristiine linnaosa;Kokkupõrge sõidukiga küljelt;0.0;Tänav;Kuiv;50.0;Selged olud;Valge aeg;6587625.0;541111.0;2022-05-08
115;0;K. Kärberi tn;;Lasnamäe linnaosa;Sõiduki ümberpaiskumine teel;;Jalg- ja jalgrattatee;;;;;6590352.0;550856.0;2024-08-10
116;0;Rävala pst;;Kesklinna linnaosa;Kukkumine ühissõidukis;;Tänav;Kuiv;50.0;Selged olud;Valge aeg;6588705.0;542912.0;2021-08-23
117;0;Vabaduse väljak;;Kesklinna linnaosa;Kokkupõrge jalakäijaga;1.0;Tänav;Kuiv;50.0;Selged olud;Valge aeg;6588551.0;542296.0;2022-06-27
118;0;Mustakivi tee;;Lasnamäe linnaosa;Sõiduki ümberpaiskumine teel;0.0;;;;;;6589490.0;549039.0;2023-07-13
119;0;Pärnu mnt;;Kesklinna linnaosa;Sõiduki ümberpaiskumine teel;0.0;;;;;;6585814.0;541697.0;2023-07-04
120;0;K. Kärberi tn;;Lasnamäe linnaosa;Sõiduki ümberpaiskumine teel;0.0;;;;;;6590226.0;550115.0;2023-07-21
121;0;Soo tn;;Põhja-Tallinna linnaosa;Sõiduki ümberpaiskumine teel;0.0;;;;;;6590116.0;541635.0;2023-06-21
122;0;Vana-Lõuna tn;;Kesklinna linnaosa;Kokkupõrge teevälise takistusega;0.0;.;;;;;6587564.0;542421.0;2023-08-23
123;0;;;Kristiine linnaosa;Kokkupõrge sõidukiga küljelt;0.0;Tänav;;;;;6586346.0;540183.0;2022-08-29
124;0;Veskimetsa tn;;Haabersti linnaosa;Sõiduki ümberpaiskumine teel;0.0;Tänav;;30.0;;;6587762.0;538283.0;2024-08-22
125;0;Tatari tn;;Kesklinna linnaosa;Sõiduki ümberpaiskumine teel;0.0;Tänav;Kuiv;;Selged olud;Valge aeg;6588305.0;542397.0;2023-07-12
126;0;J. V. Jannseni tn;;Nõmme linnaosa;Muu liiklusõnnetus;0.0;;;;;;6581945.0;537835.0;2023-07-17
127;0;Suurtüki tn;;Põhja-Tallinna linnaosa;Sõiduki ümberpaiskumine teel;0.0;;;;;;6589639.0;542224.0;2023-09-22
128;0;Pirita tee;;Kesklinna linnaosa;Sõiduki ümberpaiskumine teel;0.0;;;;;;6590124.0;545618.0;2023-07-21
129;0;Liivalaia tn;;Kesklinna linnaosa;Sõiduki ümberpaiskumine teel;0.0;;;;;;6588512.0;543205.0;2023-08-24
130;0;Rahumäe tee;;Nõmme linnaosa;Sõiduki ümberpaiskumine teel;0.0;;;;;;6584215.0;540259.0;2024-06-09
131;0;Mahtra tn;;Lasnamäe linnaosa;Sõiduki ümberpaiskumine teel;0.0;;;;;;6589393.0;549700.0;2023-07-17
132;0;Marja tn;;Kristiine linnaosa;Sõiduki ümberpaiskumine teel;0.0;;;;;;6587393.0;539556.0;2022-06-03
133;0;Kotka tn;;Kristiine linnaosa;Sõiduki ümberpaiskumine teel;0.0;;;;;;6587441.0;541223.0;2023-07-16
134;0;Uus-Sadama tn;;Kesklinna linnaosa;Sõiduki ümberpaiskumine teel;0.0;Tänav;;;;;6589701.0;543536.0;2024-08-09
135;0;Tööstuse tn;;Põhja-Tallinna linnaosa;Kokkupõrge teevälise takistusega;0.0;Tänav;;;;;6590848.0;540627.0;2023-05-14
136;0;Merivälja tee;;Pirita linnaosa;Kokkupõrge teel oleva takistusega;0.0;Tänav;;;;;6592452.0;547267.0;2024-06-15
137;0;Kari tn;;Põhja-Tallinna linnaosa;Sõiduki ümberpaiskumine teel;0.0;;Kuiv;;Selged olud;Pimeda aeg;6590071.0;539343.0;2023-09-24
138;0;Kentmanni tn;;Kesklinna linnaosa;Kokkupõrge teel oleva takistusega;0.0;Tänav;Kuiv;20.0;Selged olud;Pimeda aeg;6588488.0;542538.0;2024-08-17
139;0;VIIMSI - RANDVERE;;Pirita linnaosa;Sõiduki ümberpaiskumine teel;0.0;Jalg- ja jalgrattatee;Märg;;Pilvised olud;Pimeda aeg;6592795.745;547343.0;2023-08-04
140;0;Paadi tn;;Kesklinna linnaosa;Sõiduki ümberpaiskumine teel;0.0;;Kuiv;;;Valge aeg;6589597.0;543226.0;2023-08-05
141;0;E. Vilde tee;;Mustamäe linnaosa;Sõiduki ümberpaiskumine teel;0.0;Jalgtee;Kuiv;;Selged olud;Valge aeg;6585387.0;537989.0;2024-05-25
142;0;Vööri tn;;Kesklinna linnaosa;Sõiduki ümberpaiskumine teel;0.0;Tänav;;;;Valge aeg;6590260.0;543045.0;2024-08-13
143;0;Kose tee;;Pirita linnaosa;Sõiduki ümberpaiskumine teel;0.0;Tänav;Kuiv;40.0;Selged olud;Valge aeg;6591279.0;549158.0;2024-07-16
144;0;Paljassaare tee;;Põhja-Tallinna linnaosa;Sõiduki ümberpaiskumine teel;0.0;Tänav;Kuiv;;Selged olud;Valge aeg;6591779.0;540037.0;2023-07-29
145;0;Paljassaare tee;;Põhja-Tallinna linnaosa;Sõiduki ümberpaiskumine teel;0.0;Jalgtee;Kuiv;;Selged olud;Valge aeg;6593084.0;540971.0;2024-08-17
146;0;Paldiski mnt;;Haabersti linnaosa;Sõiduki ümberpaiskumine teel;0.0;Jalgrattatee;Kuiv;20.0;Selged olud;Valge aeg;6587983.0;537846.0;2023-08-06
147;0;E. Vilde tee;;Mustamäe linnaosa;Sõiduki ümberpaiskumine teel;0.0;Muu koht;Kuiv;50.0;Selged olud;Valge aeg;6585226.0;539020.0;2022-08-02
148;0;;;Haabersti linnaosa;Sõiduki teelt väljasõit;0.0;Jalg- ja jalgrattatee;Kuiv;;Selged olud;Valge aeg;6588194.0;534595.0;2024-09-10
149;0;Kadaka pst;;Nõmme linnaosa;Kokkupõrge teel oleva takistusega;0.0;Metsatee;Kuiv;;Pilvised olud;Valge aeg;6582402.0;536122.0;2023-08-09
